Date,Tractor Model,Horsepower,Implement Model,Implement Size,Notes,System,Operation (verbatim),MOSES Operation,Speed [km/h],Speed_MIN [km/h],Speed_MAX [km/h],Surf_Disturbance [%],Depth [cm],Depth_MIN [cm],Depth_MAX [cm],TILLAGE_TYPE,TILLAGE_TYPE_Modifier [0-1],STIR,Diesel_use [l/ha],Burial_Coefficient [0-1],Source,Description,Map_Status,STIR_Event,STIR_Missing_Fields,STIR_Inputs_Complete,Year,STIR_Cum_CalendarYear,STIR_Cum_AllYears
2015-03-23,JD 7820,180.0,JD 640 Disc,15',,CT,Disc,"Disk, tandem heavy primary op.",8.045,4.827,9.654,100.0,15.24,10.16,17.78,TILLAGE_TYPE_MIX_INV,0.8,39.0,6.9405,0.95,USDA_MOSES_2023-02-24,6/8/01 DTL,OK,39.0,,True,2015,39.0,948.6424999999999
2015-03-23,JD 8310,205.0,Case 165 6 Bottom Plow,,,CT,Moldboard Plow,"Plow, deep, large, moldboard",4.827,3.218,6.436,100.0,76.2,60.96,91.44,TILLAGE_TYPE_MIXING,0.7,102.37499999999999,33.3144,0.99,USDA_MOSES_2023-02-24,Deep Moldboard plow 30 inch operating depth.  used to bury large amouns of residue or undesireable soil such as sand deposition or to bring heavy textured matural to the surface.  111705 DTL,OK,102.37499999999999,,True,2015,141.375,1051.0175
2015-03-23,,,,,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-23,,,,,,MT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2015,5.46,299.27625
2015-03-23,JD 7820,180.0,JD 640 Disc,15',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-23,JD 8310,205.0,Case 165 6 Bottom Plow,,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-23,JD 7820,180.0,JD 640 Disc,15',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-23,,,,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-23,JD 8310,205.0,Case 165 6 Bottom Plow,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-03-27,JD 4440,144.0,Dunham Lehr Mulcher,15',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2015,143.56875,1053.2112499999998
2015-03-27,JD 4440,144.0,Dunham Lehr Mulcher,15',,MT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2015,7.65375,301.46999999999997
2015-03-27,JD 4440,144.0,Dunham Lehr Mulcher,15',,ST,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2015,2.1937499999999996,297.47249999999997
2015-04-13,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-13,JD 7820,189.0,Simplot Liquid Shuttle,,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-13,JD 7820,189.0,Simplot Liquid Shuttle,,,MT,Fertilizer Application? w/ strip till,"Fert. applic., strip-till 30 in",8.045,5.6315,10.4585,33.0,12.7,10.16,25.4,TILLAGE_TYPE_LIFT,0.4,5.3625,8.3286,0.165,USDA_MOSES_2023-02-24,Used to mark rows or apply fertilizer for strip till systems.  12-07-01 DTL,OK,5.3625,,True,2015,13.01625,306.8325
2015-04-13,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,MT,Strip till,Strip till bed conditioner,8.045,5.6315,10.4585,30.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,4.875,2.96128,0.15,USDA_MOSES_2023-02-24,"Striptill bed conditioner smoothes, firms and prepares a seedbed following an in-row subsoiler operation.  050802 DTL",OK,4.875,,True,2015,17.89125,311.7075
2015-04-13,JD 7820,189.0,Simplot Liquid Shuttle,,,ST,Fertilizer Application w/strip till,"Fert. applic., strip-till 30 in",8.045,5.6315,10.4585,33.0,12.7,10.16,25.4,TILLAGE_TYPE_LIFT,0.4,5.3625,8.3286,0.165,USDA_MOSES_2023-02-24,Used to mark rows or apply fertilizer for strip till systems.  12-07-01 DTL,OK,5.3625,,True,2015,7.5562499999999995,302.835
2015-04-13,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,ST,Strip till,Strip till bed conditioner,8.045,5.6315,10.4585,30.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,4.875,2.96128,0.15,USDA_MOSES_2023-02-24,"Striptill bed conditioner smoothes, firms and prepares a seedbed following an in-row subsoiler operation.  050802 DTL",OK,4.875,,True,2015,12.431249999999999,307.71
2015-04-14,JD 4440,144.0,Dunham Lehr Mulcher,15',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2015,145.7625,1055.405
2015-04-14,JD 6400,100.0,PV COOP Spreader Cart,,,CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2015,149.0125,1058.655
2015-04-14,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,CT,Seedbed condition,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2015,169.8125,1079.455
2015-04-14,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-14,JD 4440,144.0,Dunham Lehr Mulcher,15',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-14,JD 6400,100.0,PV COOP Spreader Cart,,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-14,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-14,JD 4440,144.0,Dunham Lehr Mulcher,15',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-14,JD 6400,100.0,PV COOP Spreader Cart,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-04-30,JD 7820,189.0,7300 6 row,6 row,,CT,Plant Grain Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2015,173.0625,1082.705
2015-04-30,JD 7820,189.0,7300 6 row,6 row,,MT,Plant Grain Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2015,21.14125,314.9575
2015-04-30,JD 7820,189.0,7300 6 row,6 row,,ST,Plant Grain Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2015,15.681249999999999,310.96
2015-06-09,,,,,,CT,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-06-09,,,,,,MT,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-06-09,,,,,,ST,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-06-24,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,CT,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2015,187.6875,1097.33
2015-06-24,JD 4455,156.0,Pipe Ditcher,6 row,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-06-24,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,MT,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2015,35.76625,329.5825
2015-06-24,JD 4455,156.0,Pipe Ditcher,6 row,,MT,Pipe Ditch,"Furrow shaper, torpedo",8.045,5.6315,10.4585,60.0,7.62,5.08,10.16,TILLAGE_TYPE_COMPRESSION,0.15,2.19375,3.2389,0.3,USDA_MOSES_2023-02-24,Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL,OK,2.19375,,True,2015,37.96,331.77625
2015-06-24,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,ST,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2015,30.30625,325.585
2015-06-24,JD 4455,156.0,Pipe Ditcher,6 row,,ST,Pipe Ditch,"Furrow shaper, torpedo",8.045,5.6315,10.4585,60.0,7.62,5.08,10.16,TILLAGE_TYPE_COMPRESSION,0.15,2.19375,3.2389,0.3,USDA_MOSES_2023-02-24,Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL,OK,2.19375,,True,2015,32.5,327.77875
2015-11-16,1660 Combine,,,,,CT,Harvest Grain Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2015,194.1875,1103.83
2015-11-16,1660 Combine,,,,,MT,Harvest Grain Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2015,44.46,338.27625
2015-11-16,1660 Combine,,,,,ST,Harvest Grain Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2015,39.0,334.27875
2015-11-23,,,JD 568 Round Baler 5x6,,,CT,Bale Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,209.54375,1119.18625
2015-11-23,,,Alloway Flail Shredder,,,CT,Shred Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,224.89999999999998,1134.5425
2015-11-23,,,JD 568 Round Baler 5x6,,,MT,Bale Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,59.81625,353.6325
2015-11-23,,,Alloway Flail Shredder,,,MT,Shred Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,75.1725,368.98875
2015-11-23,,,JD 568 Round Baler 5x6,,,ST,Bale Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,54.356249999999996,349.635
2015-11-23,,,Alloway Flail Shredder,,,ST,Shred Stalks,"Stalk chopper, rolling",14.481,11.263,24.135,100.0,3.81,2.54,10.16,TILLAGE_TYPE_MIXING,0.7,15.35625,6.75542,0.73,USDA_MOSES_2023-02-24,"Rolling Stalk Chopper, ground driven with double rotor gangs covering the full width of the machine.  This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 110906 DTL
Adjusted speed and tillage type to be less agressive than rototiller and spader.  Changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF",OK,15.35625,,True,2015,69.71249999999999,364.99125
2015-12-11,JD 4455,156.0,2 Shank Deep Ripper,,,CT,Deep Ripper,"Subsoiler ripper, 24 to 40 in. deep",7.2405,4.827,8.045,30.0,60.96,60.96,101.6,TILLAGE_TYPE_LIFT,0.4,21.06,23.135,0.57,USDA_MOSES_2023-02-24,Deep ripper 24 to 40 inch operating depth 101009 DTL,OK,21.06,,True,2015,245.95999999999998,1155.6025
2015-12-11,JD 8310,205.0,Case 165 6 Bottom Plow,,,CT,Moldboard Plow,"Plow, deep, large, moldboard",4.827,3.218,6.436,100.0,76.2,60.96,91.44,TILLAGE_TYPE_MIXING,0.7,102.37499999999999,33.3144,0.99,USDA_MOSES_2023-02-24,Deep Moldboard plow 30 inch operating depth.  used to bury large amouns of residue or undesireable soil such as sand deposition or to bring heavy textured matural to the surface.  111705 DTL,OK,102.37499999999999,,True,2015,348.335,1257.9775
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,"Don't know the tractor, but I say the one I use later. I'll end up combining implements anyway",CT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2015,353.79499999999996,1263.4375
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-12-11,JD 4455,156.0,2 Shank Deep Ripper,,,MT,Deep Ripper,"Subsoiler ripper, 24 to 40 in. deep",7.2405,4.827,8.045,30.0,60.96,60.96,101.6,TILLAGE_TYPE_LIFT,0.4,21.06,23.135,0.57,USDA_MOSES_2023-02-24,Deep ripper 24 to 40 inch operating depth 101009 DTL,OK,21.06,,True,2015,96.23249999999999,390.04875
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,"Don't know the tractor, but I say the one I use later. I'll end up combining implements anyway",MT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2015,101.6925,395.50874999999996
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,,MT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2015,107.15249999999999,400.96875
2015-12-11,JD 8310,205.0,Case 165 6 Bottom Plow,,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-12-11,JD 4455,156.0,2 Shank Deep Ripper,,,ST,Deep Ripper,"Subsoiler ripper, 24 to 40 in. deep",7.2405,4.827,8.045,30.0,60.96,60.96,101.6,TILLAGE_TYPE_LIFT,0.4,21.06,23.135,0.57,USDA_MOSES_2023-02-24,Deep ripper 24 to 40 inch operating depth 101009 DTL,OK,21.06,,True,2015,90.7725,386.05125
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,"Don't know the tractor, but I say the one I use later. I'll end up combining implements anyway",ST,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2015,96.23249999999999,391.51124999999996
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2015-12-11,JD 8310,205.0,Case 165 6 Bottom Plow,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2015,,
2016-02-22,JD 8310,205.0,Brillon Mulcher,15',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2016,2.1937499999999996,1265.63125
2016-02-22,JD 8310,205.0,Brillon Mulcher,15',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2016,,
2016-02-22,JD 8310,205.0,Brillon Mulcher,15',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2016,,
2016-02-24,JD 8310,205.0,Eversman 2400 Landplane,24',,CT,Landplane,Land plane,6.436,4.827,12.872,100.0,5.08,2.54,10.16,TILLAGE_TYPE_MIX_INV,0.8,10.4,8.3286,0.4,USDA_MOSES_2023-02-24,Land plane or land leveler. Rev 032006 DTL,OK,10.4,,True,2016,12.59375,1276.03125
2016-02-24,JD 8310,205.0,Eversman 2400 Landplane,24',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2016,,
2016-02-24,JD 8310,205.0,Eversman 2400 Landplane,24',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2016,,
2016-03-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2016,15.84375,1279.28125
2016-03-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,MT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2016,3.25,404.21875
2016-03-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,ST,Strip Till + Fertilizer Application*,"Fert. applic., strip-till 30 in",8.045,5.6315,10.4585,33.0,12.7,10.16,25.4,TILLAGE_TYPE_LIFT,0.4,5.3625,8.3286,0.165,USDA_MOSES_2023-02-24,Used to mark rows or apply fertilizer for strip till systems.  12-07-01 DTL,OK,5.3625,,True,2016,5.3625,396.87375
2016-03-02,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,CT,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2016,36.64375,1300.08125
