Year,Treatment,Analyte,mean,median,low,high,n_draws
2023,MT,NO3,1042051.8787196182,981870.0543459295,377874.3362461682,2003333.8578464887,2000
2023,MT,OP,101456.50516239116,89935.52476766452,22735.658594110704,241839.71153993622,2000
2023,MT,TDS,98264921.079728,92903377.52058801,34857053.82968297,191353205.22510862,2000
2023,MT,TKN,364795.6038136,314484.5291326541,98131.02601839603,882615.4256699758,2000
2023,MT,TP,306265.5986821986,294735.11433257593,97392.53911813504,598582.5678699369,2000
2023,MT,TSS,115722355.91163361,110088474.77299151,41940890.18553931,224917334.2118406,2000
2023,ST,NO2,105737.01762761024,95087.38412214027,24306.955307946395,243478.61769741576,2000
2023,ST,NO3,1118048.9104858139,1045788.5681735291,419694.27494390594,2167021.579804306,2000
2023,ST,OP,104426.01589547182,92199.77191967482,25509.416782849075,248466.4369523426,2000
2023,ST,TDS,82359757.17986259,77394422.09012935,31718467.379091427,157005480.30146685,2000
2023,ST,TKN,393357.8246617813,336757.7999063531,112001.23651590009,923689.8681442325,2000
2023,ST,TP,306643.69762664544,288403.06763080833,101224.20137280127,598024.3489880394,2000
2023,ST,TSS,94342883.17833625,87441185.07060626,35642737.06227295,182079215.20415962,2000
2024,CT,NO2,8772.021092402543,7080.915875033068,758.3269917048973,26168.47560718181,2000
2024,CT,NO3,110083.36797098262,98270.39677442274,29338.49129743092,252726.68651522938,2000
2024,CT,OP,11612.737313894853,9740.549681811208,1572.479273162853,32586.43066992573,2000
2024,CT,TDS,13324142.2503169,12317253.800893262,4092740.1125736604,28459188.733403515,2000
2024,CT,TKN,54340.87011286391,48489.27428008807,15466.84629157302,123768.96844734889,2000
2024,CT,TP,32750.58066743219,29168.120927515774,8199.447325675204,77133.10149196185,2000
2024,CT,TSS,10867988.692154825,10071173.908186894,3385430.9200468487,22573439.036657024,2000
2024,MT,NO2,11963.218268349725,9460.236628634122,1184.8811718368172,36907.76125035565,2000
2024,MT,NO3,134290.51061662898,121745.36945902999,34862.808086836834,302943.24954681715,2000
2024,MT,OP,14579.818564021014,11811.780582639576,1999.6343831965112,40986.14057685461,2000
2024,MT,TDS,16732564.951051878,15592813.343205765,4747299.162002614,36000371.41793361,2000
2024,MT,TKN,99807.4763460992,90899.65399501669,26066.116329125332,225827.45835069244,2000
2024,MT,TP,47561.35709327782,42460.38302307436,11376.147583498658,111401.85335640727,2000
2024,MT,TSS,18947764.005461887,17773686.713261966,5548039.307172136,39388287.69374796,2000
2024,ST,NO2,12106.704042725247,10314.422622259539,1847.3260733175075,32550.30650642646,2000
2024,ST,NO3,150787.50332913562,142096.7138527912,51861.20097381387,297267.2235513141,2000
2024,ST,OP,15861.84866250464,13921.436601760572,3086.0273410913005,39210.725271785814,2000
2024,ST,TDS,18198981.026067987,17414739.10346275,6611559.778618958,34309524.33974027,2000
2024,ST,TKN,96260.95712585734,88421.1305842505,32322.37078363072,201636.4224093606,2000
2024,ST,TP,48699.05655511885,45388.47997719249,15412.223429290947,104078.69431451814,2000
2024,ST,TSS,17090095.94585427,16338566.299676117,6584576.642097962,31562128.144458167,2000
2025,CT,NO2,444809.93451030634,414309.5095814917,134049.1354066202,897156.1065690552,2000
2025,CT,NO3,1756886.4280680143,1687195.6434567492,742031.9202395894,3196145.2357011954,2000
2025,CT,OP,258946.48238075912,237227.38460545143,71480.65019136152,580614.1425570889,2000
2025,CT,TDS,606653207.9791768,591130132.4589808,261268777.6938647,1065805336.8166562,2000
2025,CT,TKN,1129496.725905475,1063017.6935962941,401141.3326360047,2285722.4721743125,2000
2025,CT,TP,711358.2669313544,677309.9844299674,251169.70544997216,1371972.580467834,2000
2025,CT,TSS,646337339.1557016,627182133.2232164,266383809.60301733,1161754789.3409855,2000
2025,MT,NO2,437449.0118639823,399700.60880449566,112941.08431074819,980954.5335613156,2000
2025,MT,NO3,1446829.5616363983,1355591.3055743398,507143.41782693774,2806195.965387825,2000
2025,MT,OP,261594.05797914584,233365.05731073063,65709.43754356503,607710.3245511878,2000
2025,MT,TDS,241699465.907449,231640533.0764749,84756001.32113427,453004240.9697876,2000
2025,MT,TKN,1138415.6624066478,1046549.7924927811,323559.11576485913,2470364.8929534303,2000
2025,MT,TP,536154.8906632694,496042.7611549493,163314.02375770442,1164496.5709850267,2000
2025,MT,TSS,179136601.88854736,170313182.8215486,60752770.27017394,337555244.25958025,2000
2025,ST,NO2,410850.2290167044,379769.14306490857,126145.28798648206,862478.0346831868,2000
2025,ST,NO3,1481440.8629443736,1411094.6062504859,593104.7458474239,2693385.5458748555,2000
2025,ST,OP,233693.7067275609,210679.99229400727,62701.84625910276,517755.22729998006,2000
2025,ST,TDS,330536451.28097016,317960999.9250809,135175354.9684972,592971658.9963588,2000
2025,ST,TKN,1029176.988330067,937596.0455300472,342604.4490610612,2258553.47702293,2000
2025,ST,TP,558933.9897561388,518166.4639926421,181097.7348709525,1128072.226311208,2000
2025,ST,TSS,276426265.3805383,266178102.46042663,112365510.83934014,496356238.9492414,2000
