Year,Treatment,Analyte,AnnualLoad_kg,n_physical_events,AnnualLoad_mg,central_estimate_type
2016,ST,NO2,6.415646796666626e-05,4,64.15646796666626,sum_of_physical_event_point_loads
2016,ST,NO3,0.41279477604799547,4,412794.7760479955,sum_of_physical_event_point_loads
2016,ST,NOx,0.14147524200872086,4,141475.24200872084,sum_of_physical_event_point_loads
2016,ST,NPOC,0.49430845591171335,4,494308.45591171336,sum_of_physical_event_point_loads
2016,ST,OP,0.0019615634089871947,4,1961.5634089871946,sum_of_physical_event_point_loads
2016,ST,Se,0.0,4,0.0,sum_of_physical_event_point_loads
2016,ST,TDS,0.31259903691672286,4,312599.03691672283,sum_of_physical_event_point_loads
2016,ST,TKN,0.006756194051154918,4,6756.194051154918,sum_of_physical_event_point_loads
2016,ST,TN,0.3907332369275478,4,390733.2369275478,sum_of_physical_event_point_loads
2016,ST,TP,0.0020382705129234437,4,2038.2705129234437,sum_of_physical_event_point_loads
2016,ST,TSP,0.00020776120060865294,4,207.76120060865296,sum_of_physical_event_point_loads
2016,ST,TSS,25.722507212593634,4,25722507.212593634,sum_of_physical_event_point_loads
2017,CT,ICP,0.19275959796068884,12,192759.59796068884,sum_of_physical_event_point_loads
2017,CT,NH4,0.19025807185221072,12,190258.0718522107,sum_of_physical_event_point_loads
2017,CT,NO2,0.11695113631531465,12,116951.13631531465,sum_of_physical_event_point_loads
2017,CT,NO3,3.269612202040684,12,3269612.202040684,sum_of_physical_event_point_loads
2017,CT,NOx,2.011187584970294,12,2011187.584970294,sum_of_physical_event_point_loads
2017,CT,NPOC,2.29588128368637,12,2295881.28368637,sum_of_physical_event_point_loads
2017,CT,OP,0.005446135459709433,12,5446.135459709433,sum_of_physical_event_point_loads
2017,CT,Se,0.06996738313272524,12,69967.38313272524,sum_of_physical_event_point_loads
2017,CT,TDS,4.401120344639178,12,4401120.344639178,sum_of_physical_event_point_loads
2017,CT,TKN,1.1937504290708416,12,1193750.4290708415,sum_of_physical_event_point_loads
2017,CT,TN,1.3228646637655501,12,1322864.6637655501,sum_of_physical_event_point_loads
2017,CT,TP,0.11085431813162804,12,110854.31813162804,sum_of_physical_event_point_loads
2017,CT,TSP,0.1888080425707453,12,188808.04257074528,sum_of_physical_event_point_loads
2017,CT,TSS,1014.3906761864193,12,1014390676.1864194,sum_of_physical_event_point_loads
2017,MT,ICP,0.04358049523003295,12,43580.495230032946,sum_of_physical_event_point_loads
2017,MT,NH4,0.04362331175109849,12,43623.31175109849,sum_of_physical_event_point_loads
2017,MT,NO2,0.027316017817587662,12,27316.01781758766,sum_of_physical_event_point_loads
2017,MT,NO3,1.3443991091125462,12,1344399.1091125463,sum_of_physical_event_point_loads
2017,MT,NOx,0.3656178680363073,12,365617.8680363073,sum_of_physical_event_point_loads
2017,MT,NPOC,0.4434646610299603,12,443464.6610299603,sum_of_physical_event_point_loads
2017,MT,OP,0.0035761648434348326,12,3576.1648434348326,sum_of_physical_event_point_loads
2017,MT,Se,0.01242787971413041,12,12427.879714130411,sum_of_physical_event_point_loads
2017,MT,TDS,0.7908266352311794,12,790826.6352311793,sum_of_physical_event_point_loads
2017,MT,TKN,0.14607299984889796,12,146072.99984889795,sum_of_physical_event_point_loads
2017,MT,TN,0.26360352439739965,12,263603.5243973996,sum_of_physical_event_point_loads
2017,MT,TP,0.022240613270693533,12,22240.61327069353,sum_of_physical_event_point_loads
2017,MT,TSP,0.04256321894078604,12,42563.21894078604,sum_of_physical_event_point_loads
2017,MT,TSS,66.97468471842495,12,66974684.71842495,sum_of_physical_event_point_loads
2017,ST,ICP,0.021323510274140936,12,21323.510274140936,sum_of_physical_event_point_loads
2017,ST,NH4,0.02198152509314276,12,21981.525093142758,sum_of_physical_event_point_loads
2017,ST,NO2,0.017613890058407324,12,17613.890058407324,sum_of_physical_event_point_loads
2017,ST,NO3,1.2295938169537193,12,1229593.8169537194,sum_of_physical_event_point_loads
2017,ST,NOx,0.2936232438217705,12,293623.24382177053,sum_of_physical_event_point_loads
2017,ST,NPOC,0.37993401456230524,12,379934.01456230524,sum_of_physical_event_point_loads
2017,ST,OP,0.0024507681141219253,12,2450.7681141219255,sum_of_physical_event_point_loads
2017,ST,Se,0.005905668989111727,12,5905.668989111727,sum_of_physical_event_point_loads
2017,ST,TDS,0.6515083606114218,12,651508.3606114218,sum_of_physical_event_point_loads
2017,ST,TKN,0.08369886274332639,12,83698.86274332639,sum_of_physical_event_point_loads
2017,ST,TN,0.20876637071705553,12,208766.37071705554,sum_of_physical_event_point_loads
2017,ST,TP,0.017521303692214413,12,17521.303692214413,sum_of_physical_event_point_loads
2017,ST,TSP,0.02139604600989693,12,21396.04600989693,sum_of_physical_event_point_loads
2017,ST,TSS,72.7498683961463,12,72749868.3961463,sum_of_physical_event_point_loads
2018,CT,ICP,0.04648487145254726,10,46484.87145254726,sum_of_physical_event_point_loads
2018,CT,NH4,0.04575389533297829,10,45753.89533297829,sum_of_physical_event_point_loads
2018,CT,NO2,0.06475335910876928,10,64753.359108769284,sum_of_physical_event_point_loads
2018,CT,NO3,0.6165746095549597,10,616574.6095549597,sum_of_physical_event_point_loads
2018,CT,NOx,0.754086582361185,10,754086.582361185,sum_of_physical_event_point_loads
2018,CT,NPOC,0.820515988877408,10,820515.988877408,sum_of_physical_event_point_loads
