PhysicalEventID,Analyte,Year,Treatment,Observed_mg_L,n_source_observations,Method,Modeled_mg_L,central_estimate_type,resolution
PE_aa383c8c9a57591dc206,NO2,2022,MT,0.0,2,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_afa287a09ff3e5bab631,NO2,2022,MT,0.0,3,ML,0.0486738509372351,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d41d88e8b515629ab69d,NO2,2022,MT,0.0,1,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f0406a7690a0e8ef2920,NO2,2022,MT,0.0,2,ML,0.0668746510250028,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0656666c2b33c1a71dfc,NO2,2022,ST,0.0,3,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_230aa97120550e292bc7,NO2,2022,ST,0.0,2,ML,0.0908693500861006,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3eefa2d11be77738359b,NO2,2022,ST,1.6,3,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_425f14902ee81a16cfeb,NO2,2022,ST,0.0,1,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_70d3cc17c47edebe68ad,NO2,2022,ST,0.0,2,ML,0.0099757337079177,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7cf61966fec7c7b6adc5,NO2,2022,ST,0.0,2,ML,0.0437410383122881,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_901ccaf6a3ac1105504f,NO2,2022,ST,0.0,2,ML,0.0041335364053335,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99ec6d6affe898b0e8d2,NO2,2022,ST,0.0,1,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a8630556d08f6cec7f6a,NO2,2022,ST,0.0,3,ML,0.0170090839544662,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ceb9c23bc0db5be24388,NO2,2022,ST,0.0,3,ML,0.009176646131454,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dc25029fed7bf1b276c5,NO2,2022,ST,0.0,3,ML,0.3018990063831994,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1607bd85c5b858754283,NO2,2023,CT,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_17f8630aaa6312f3912a,NO2,2023,CT,0.0,4,ML,0.0183968657264199,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_21ef5b6342274d9e3203,NO2,2023,CT,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_222b0b4beba254c530d7,NO2,2023,CT,0.0,3,ML,0.0119659409850772,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_577d295e76e129c37688,NO2,2023,CT,0.0,4,ML,0.0276304169396556,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5bf168b414e63b4f63f3,NO2,2023,CT,0.0,5,ML,0.0134573654985892,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7131d35e8cd02b882d26,NO2,2023,CT,0.0,4,ML,0.0435988837948589,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8474551aa700ba7170c1,NO2,2023,CT,0.182,1,ML,0.1832401801000241,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf4d5c43e21a82c51f4f,NO2,2023,CT,0.0,4,ML,0.0173374434774017,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ee0d84028e7204c9f8b6,NO2,2023,CT,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f071df1dfa8de45515c1,NO2,2023,CT,0.164,1,ML,0.2700095824688647,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f7a5e5b2a4c1c3239774,NO2,2023,CT,0.0,4,ML,0.001883833634454,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_199b5b7c1aaa1098c691,NO2,2023,MT,0.288,1,ML,0.2550736795232912,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_23621b170748f0fc60c2,NO2,2023,MT,0.0,4,ML,0.0518222463491229,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_248493668060338e72e6,NO2,2023,MT,0.0,5,ML,0.0521320980624194,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3694e2f2ef6dd2e8480f,NO2,2023,MT,0.152,1,ML,0.0374289607918742,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7751232195de561530b0,NO2,2023,MT,0.0,4,ML,0.035272880549779,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8d90127b55de039c6ab7,NO2,2023,MT,0.0,5,ML,0.0971836976321673,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9d88eac30a91208d302b,NO2,2023,MT,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a5dd6f772a1d2e7d821c,NO2,2023,MT,0.0,6,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_acc7ee117e759ece44f9,NO2,2023,MT,0.0,5,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b6fd60d10e559978199b,NO2,2023,MT,0.0,5,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf74455b1a7c48461768,NO2,2023,MT,0.0,3,ML,0.0068191712772713,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c4acde3ff39ca34f7f1d,NO2,2023,MT,0.0,4,ML,0.0285648178813446,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_68d44a8c5ee2992c2c36,NO2,2023,ST,0.0,4,ML,0.0387405949428124,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6f90d69c4aa146a04e18,NO2,2023,ST,0.166,1,ML,0.1608284475052819,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_78a0e5a12037218db30c,NO2,2023,ST,0.0,5,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8a47f8b2785e361a0f5c,NO2,2023,ST,0.0,4,ML,0.003775511002641,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8f51b688686d8bdc2f79,NO2,2023,ST,0.0,4,ML,0.025031132822356,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ada3010827131318b4a5,NO2,2023,ST,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bca2b67b03840bac2206,NO2,2023,ST,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c6f4076701513ce44077,NO2,2023,ST,0.209,1,ML,0.0995864197128689,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c9875bdbbfec951204a7,NO2,2023,ST,0.0,4,ML,0.0,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d0ce0a7aa7e876660808,NO2,2023,ST,0.0,4,ML,0.0049297064865197,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dbd728d03c1d5af8f0ef,NO2,2023,ST,0.0,1,ML,0.0218430131967238,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e29fdc102c9f799e8e4f,NO2,2023,ST,0.0,4,ML,0.0167177256734289,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_fc1529c70189a30552dd,NO2,2023,ST,0.0,4,ML,0.0230645301504904,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3a4478840ec05680e176,NO2,2024,CT,0.0505,4,ML,0.027612988623292,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_828e337f2a8b9a9634d7,NO2,2024,CT,0.0,4,ML,0.0025633622697285,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_87d4115bb68391b10daf,NO2,2024,CT,0.05,4,ML,0.0065261759430381,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a354768a3ad269a40a28,NO2,2024,CT,0.0,4,ML,0.0151895350185406,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_add35a9103c77e144288,NO2,2024,CT,0.0,4,ML,0.0106672848317041,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
